product_id,product_name,brand,category,subcategory,base_cost,retail_price,margin_amount,margin_pct,warranty_months,launch_date,discontinued_flag,supplier_country,product_rating,created_at,updated_at
469,Important Score,Bosch,Fashion,Men,710.83,1265.54,554.71,43.83,0.0,2022-12-05,False,Hong Kong,3.7,2019-05-09 19:39:15,2025-08-11 05:49:55
470,Arrive Light,Adidas,Home Appliances,Kitchen,548.45,627.69,79.24,12.62,36.0,2021-01-18,False,Honduras,,2018-03-03 09:58:59,2025-03-17 02:51:26
471,Somebody Live,,Fashion,Men,1299.92,2842.94,1543.02,54.28,12.0,2022-10-11,False,British Virgin Islands,4.7,2018-11-20 17:26:09,2025-02-18 00:07:46
472,Least Four,LG,Electronics,Laptops,,3576.21,2088.29,58.39,12.0,2024-10-03,,Panama,2.9,2020-02-12 17:01:53,2025-02-26 02:57:27
473,Security Involve,LG,Fashion,Men,870.87,1535.38,664.51,43.28,0.0,2021-02-13,False,Bosnia and Herzegovina,1.2,2018-05-27 23:11:02,2025-07-07 07:22:30
474,Stand Shoulder,Samsung,Fashion,Women,724.01,1205.78,481.77,39.96,36.0,2022-10-29,True,Panama,2.4,2018-06-15 17:55:12,2026-01-06 23:43:39
475,Fund Station,Puma,Fashion,Women,,955.05,,40.63,36.0,2023-10-07,True,Honduras,4.3,2019-01-19 18:14:51,2025-07-23 21:30:52
476,Camera Voice,Adidas,Sports,Team Sports,404.61,536.25,131.64,24.55,,2022-11-05,,Zimbabwe,1.4,2018-02-18 10:50:33,2025-11-28 01:17:12
477,Cell Lose,Philips,Electronics,Tablets,349.93,474.23,124.3,26.21,6.0,2022-04-28,False,Palau,4.4,2019-10-26 16:33:56,2025-08-14 05:50:37
478,Identify Certain,Lenovo,Fashion,Footwear,154.58,243.38,88.8,36.49,24.0,2020-03-06,,Croatia,,2018-12-31 23:03:12,2025-12-03 10:35:24
479,Story Clearly,Lenovo,Electronics,Accessories,136.99,286.19,149.2,52.13,12.0,2018-09-29,True,Liberia,4.7,2019-10-23 03:37:24,2025-01-31 15:43:44
480,Stop Nice,Nike,Sports,Team Sports,1309.39,2857.43,1548.04,54.18,24.0,2024-07-05,False,United Arab Emirates,4.4,2019-03-16 15:31:44,2025-03-17 00:22:10
481,General Black,Apple,Fashion,Women,796.67,1511.88,715.21,47.31,0.0,2019-05-05,,Tokelau,3.2,2018-04-29 04:34:02,2025-08-10 08:14:11
482,Science Case,LG,Fashion,Footwear,147.73,353.74,206.01,58.24,36.0,2023-05-25,False,Fiji,3.0,2020-02-01 06:59:53,2025-11-12 01:03:38
483,Drive Mother,LG,Home Appliances,Cleaning,,813.52,221.03,27.17,,2024-09-13,True,French Southern Territories,4.5,2020-09-24 14:11:04,2025-06-26 08:12:38
484,Star Evening,Philips,Sports,Outdoor,28.99,44.58,15.59,34.97,,2024-05-06,True,Netherlands,1.6,2018-12-20 21:42:51,2025-06-20 12:50:30
485,Two Brother,Nike,Fashion,Footwear,,2728.69,1528.57,,36.0,2018-04-14,False,Lebanon,2.7,2018-05-24 08:26:19,2025-07-02 08:26:27
486,Myself Per,Samsung,Electronics,Smartphones,517.12,675.4,158.28,23.44,6.0,2020-03-16,True,Western Sahara,2.6,2019-11-12 23:08:09,2025-03-10 20:02:09
487,Maintain Rise,,Sports,Fitness,787.67,1595.3,807.63,50.63,0.0,2023-11-21,True,Luxembourg,3.5,2018-06-14 08:50:59,2026-01-04 17:20:06
488,Free Inside,,Electronics,Accessories,794.92,1885.16,1090.24,57.83,12.0,2021-12-16,False,Taiwan,4.8,2019-01-12 08:51:33,2025-05-08 22:40:54
339,Section Although,LG,Sports,Fitness,568.59,1104.0,535.41,,12.0,2019-07-22,,Lebanon,,2018-06-07 20:33:47,2025-08-10 06:56:00
490,Catch Because,Samsung,Fashion,Men,947.64,2057.89,,53.95,0.0,2021-06-10,,Saint Helena,4.8,2019-02-15 14:30:27,2025-08-05 01:04:51
491,Beyond Enjoy,,Sports,Outdoor,1070.41,2656.32,1585.91,59.7,36.0,2019-11-16,True,Mali,4.5,2020-03-16 00:36:55,2025-02-08 08:44:31
492,Figure Discussion,Samsung,Electronics,Smartphones,1077.98,,,,24.0,2019-08-17,False,Timor-Leste,3.5,2019-03-08 10:44:10,2025-03-04 10:21:46
493,Represent Court,Apple,Fashion,Men,584.2,698.9,114.7,16.41,12.0,2024-11-16,True,Saudi Arabia,4.0,2020-06-21 07:58:36,2025-12-17 23:58:30
494,Far Either,Nike,Electronics,Accessories,1140.98,2573.09,,55.66,36.0,2024-06-26,True,Aruba,1.2,2018-11-10 06:12:38,2025-08-05 12:47:17
495,Minute Agent,Apple,Fashion,Men,547.72,735.62,187.9,25.54,24.0,2018-02-10,False,Belize,4.6,2018-05-09 11:34:36,2025-11-21 13:36:35
460,Right New,LG,Electronics,Laptops,433.49,877.67,444.18,50.61,24.0,2023-09-29,,Korea,1.6,2019-11-08 23:48:25,2025-01-31 07:38:07
497,Hospital Center,Philips,Electronics,Smartphones,189.11,445.3,256.19,57.53,24.0,2019-11-06,,Brazil,2.8,2020-09-06 10:04:55,2025-10-12 05:04:11
458,Thus Paper,LG,Home Appliances,Cleaning,818.9,1070.12,251.22,23.48,24.0,2019-02-08,,Pitcairn Islands,4.1,2020-09-04 18:50:32,2025-11-23 22:16:57
499,Such Happen,Bosch,Fashion,Men,471.46,544.01,72.55,13.34,36.0,2023-09-25,True,Guam,,2020-05-22 14:47:24,2025-09-09 07:41:31
500,Need Fall,Apple,Electronics,Laptops,689.98,763.95,73.97,9.68,,2022-10-07,,Puerto Rico,,2018-10-31 11:12:33,2025-12-07 08:29:35
501,Enter Clear,Lenovo,Electronics,Tablets,112.95,180.65,67.7,37.48,0.0,2024-02-29,False,Nicaragua,3.9,2020-11-06 23:03:12,2025-05-08 16:31:53
502,Eye Evening,Lenovo,Home Appliances,Cleaning,1189.0,1508.41,319.41,21.18,0.0,2019-11-11,,Nauru,2.4,2018-04-08 01:08:15,2025-11-01 00:00:28
503,Factor Good,Bosch,Fashion,Women,,1942.28,1057.2,54.43,,2024-06-09,False,Myanmar,4.4,2019-03-03 01:33:52,2025-08-23 13:05:51
504,Avoid Few,Philips,Sports,Team Sports,610.66,992.94,382.28,38.5,,2023-01-03,False,Bermuda,1.2,2018-06-15 08:12:16,2025-04-26 16:34:35
505,Boy Into,Puma,Electronics,Tablets,683.93,1217.82,533.89,43.84,6.0,2019-12-13,,Czech Republic,,2019-05-29 07:31:43,2025-10-25 05:53:58
506,Shake Meet,Apple,Home Appliances,Cleaning,644.15,1003.05,,35.78,12.0,2023-11-15,False,Israel,2.3,2019-05-22 15:49:45,2025-04-17 14:16:38
507,Wide While,Samsung,Sports,Team Sports,195.37,462.25,266.88,57.73,6.0,2023-10-11,False,Cape Verde,2.7,2018-02-13 07:23:02,2025-05-02 04:04:57
508,Put Hair,Lenovo,Electronics,Laptops,140.37,312.1,171.73,55.02,24.0,2020-10-12,True,Senegal,,2018-07-24 00:39:55,2025-12-30 05:39:04
509,Source Hot,Bosch,Sports,Team Sports,244.15,581.77,337.62,58.03,0.0,2024-06-24,True,Croatia,4.0,2018-08-08 22:29:51,2025-09-01 16:21:49
510,Church Green,Apple,Electronics,Tablets,1244.07,3108.25,1864.18,59.98,6.0,2021-09-10,,United States Virgin Islands,,2019-11-22 06:28:31,2025-10-14 02:19:53
511,Exactly Play,,Sports,Fitness,160.06,,,,36.0,2018-06-01,False,Philippines,,2018-02-24 16:37:42,2025-11-24 14:08:54
512,Color Growth,Sony,Fashion,Women,222.0,548.13,326.13,59.5,36.0,2023-11-16,False,Malawi,,2018-06-11 10:59:28,2025-09-11 08:12:29
513,Food Old,Nike,Fashion,Footwear,1238.78,1395.72,156.94,11.24,6.0,2024-04-09,True,Liechtenstein,2.6,2019-12-29 01:12:48,2025-02-24 01:02:09
514,Beyond Whole,Apple,Fashion,Women,1216.34,2447.43,1231.09,50.3,36.0,2021-11-30,True,Saint Pierre and Miquelon,1.3,2019-12-25 00:48:29,2025-08-18 11:46:19
515,Story Feeling,Nike,Home Appliances,Kitchen,,,,,,2019-07-29,,Aruba,1.9,2018-03-13 01:10:28,2025-01-24 23:56:02
516,Range City,Lenovo,Electronics,Laptops,816.01,1164.11,348.1,29.9,12.0,2019-05-14,True,Chile,1.9,2018-08-08 15:04:28,2025-10-08 08:04:19
517,Participant Add,Nike,Home Appliances,Kitchen,92.7,196.94,104.24,52.93,24.0,2022-04-10,,Barbados,,2019-05-22 13:42:23,2025-11-01 00:45:15
518,Door Eat,Puma,Fashion,Women,108.78,156.38,47.6,30.44,6.0,2021-12-20,,Benin,,2020-01-02 23:56:53,2025-12-15 02:36:32
519,Road Other,Puma,Electronics,Accessories,578.14,1315.57,737.43,56.05,36.0,2023-04-15,False,Tuvalu,2.8,2019-05-30 07:50:16,2025-01-19 21:31:39
520,Soldier Image,,Electronics,Smartphones,912.78,1846.99,934.21,50.58,0.0,2022-09-12,,Micronesia,3.9,2019-10-12 01:30:02,2025-08-28 10:02:34
521,Base Science,Lenovo,Home Appliances,Cleaning,405.73,627.24,221.51,35.32,6.0,2024-04-20,,Spain,,2019-02-25 17:28:58,2025-03-15 11:02:49
522,Song Area,Adidas,Sports,Team Sports,988.58,,,,36.0,2019-07-30,False,Bouvet Island (Bouvetoya),1.1,2020-03-01 06:30:44,2025-02-16 01:27:44
523,Few Ask,Philips,Home Appliances,Kitchen,1096.82,,,,6.0,2022-08-23,False,Slovakia (Slovak Republic),4.2,2019-05-09 13:29:13,2025-04-02 01:36:00
524,Which Indicate,Philips,Fashion,Men,672.39,1388.93,716.54,51.59,36.0,2018-11-05,True,Sao Tome and Principe,4.7,2018-11-10 07:35:43,2025-12-25 14:46:03
525,Nature Though,Bosch,Electronics,Tablets,464.62,1027.12,562.5,54.76,,2018-08-31,False,Guatemala,4.8,2018-08-05 15:09:51,2025-03-21 00:44:05
526,Table Understand,Lenovo,Electronics,Accessories,264.56,435.82,171.26,39.3,36.0,2018-04-13,True,Nauru,4.8,2020-03-07 15:45:08,2025-06-25 01:34:51
527,Here When,Puma,Electronics,Accessories,1273.41,2441.53,1168.12,47.84,12.0,2024-11-28,True,Papua New Guinea,2.8,2020-09-01 06:32:10,2025-07-01 16:23:05
33,Suddenly Election,Puma,Fashion,Women,431.57,915.75,484.18,52.87,,2023-01-19,True,Croatia,2.5,2019-03-10 11:02:19,2025-11-14 00:51:16
529,Company Appear,Philips,Fashion,Men,621.63,832.62,210.99,25.34,24.0,2024-01-27,False,Lithuania,4.7,2019-01-30 06:15:32,2025-10-17 14:37:15
530,Hot Stand,Xiaomi,Home Appliances,Laundry,257.32,476.3,218.98,45.98,6.0,2022-01-14,True,Gibraltar,4.5,2018-02-08 02:19:38,2025-07-12 09:15:50
531,Collection And,Puma,Sports,Outdoor,423.53,805.25,381.72,,36.0,2020-02-28,True,Vanuatu,2.4,2020-03-02 17:43:05,2025-11-02 11:16:10
532,Six White,Sony,Sports,Team Sports,,223.94,,18.33,24.0,2024-03-15,False,Guyana,2.4,2018-02-14 19:39:16,2025-09-24 08:50:02
533,End Know,Sony,Home Appliances,Kitchen,929.59,1570.25,640.66,40.8,36.0,2022-05-04,False,Swaziland,4.0,2019-05-13 17:49:13,2025-04-16 04:16:22
534,Free Population,LG,Sports,Fitness,617.34,803.79,186.45,23.2,36.0,2019-12-04,False,Gabon,1.5,2018-03-01 13:15:22,2025-03-09 07:03:01
535,Eat Half,Samsung,Home Appliances,Kitchen,138.43,313.0,174.57,55.77,24.0,2021-01-07,True,United States Virgin Islands,2.1,2020-04-14 17:00:00,2025-11-24 18:40:49
536,Interest Ability,Adidas,Fashion,Footwear,708.02,1091.68,383.66,,12.0,2019-01-01,,Peru,2.9,2018-07-18 11:50:06,2025-10-03 03:50:58
537,Stay How,LG,Home Appliances,Laundry,1126.52,2124.49,997.97,46.97,36.0,2024-08-18,True,Zimbabwe,2.9,2018-11-19 00:10:55,2026-01-02 01:34:14
538,Performance Memory,Samsung,Fashion,Footwear,803.74,1590.87,787.13,49.48,0.0,2022-04-21,,Slovenia,,2018-12-08 00:56:32,2025-11-26 06:06:05
539,Author Born,LG,Electronics,Accessories,1145.66,2274.64,1128.98,49.63,24.0,2022-05-27,True,Eritrea,,2020-10-12 09:06:43,2025-06-11 15:02:46
540,Surface Service,Philips,Fashion,Footwear,1204.0,1533.48,329.48,21.49,,2024-09-20,False,Slovakia (Slovak Republic),5.0,2018-05-27 12:30:36,2025-10-16 17:00:23
541,Throw Car,Philips,Electronics,Smartphones,538.34,916.59,378.25,41.27,36.0,2023-04-02,False,Bouvet Island (Bouvetoya),1.1,2018-10-29 18:34:44,2025-10-19 05:59:02
542,Yet Share,Samsung,Fashion,Footwear,1054.81,1596.51,541.7,33.93,24.0,2020-04-24,True,Bosnia and Herzegovina,1.0,2020-09-13 04:40:01,2025-02-11 19:26:52
543,Generation Seat,Samsung,Fashion,Women,477.74,996.03,518.29,52.04,0.0,2024-02-11,,Saint Martin,3.6,2018-07-23 22:07:49,2025-04-02 04:32:52
544,Allow Little,,Sports,Fitness,1151.97,,,,6.0,2023-01-23,True,Niue,3.8,2019-10-05 22:56:55,2025-12-26 06:35:14
545,Scene Generation,,Fashion,Men,51.03,102.7,51.67,,0.0,2022-06-30,False,Pakistan,,2020-10-14 20:24:18,2026-01-07 14:43:41
51,Sell Director,Apple,Electronics,Laptops,,2230.08,1263.75,56.67,0.0,2022-05-15,True,Barbados,2.6,2020-05-31 15:33:35,2025-06-21 16:20:32
547,Lawyer Blue,Puma,Electronics,Tablets,,1668.26,524.13,31.42,0.0,2022-09-28,,France,2.5,2020-01-19 10:34:03,2025-02-03 08:25:23
218,Nearly President,Lenovo,Sports,Team Sports,636.87,1424.97,788.1,,0.0,2021-01-02,False,Niue,,2019-09-30 12:52:07,2025-03-06 20:04:17
549,Court Recognize,Philips,Fashion,Footwear,312.23,377.8,65.57,,,2022-08-04,False,Zambia,2.9,2019-11-06 19:22:43,2025-02-16 10:52:27
550,Woman Reason,LG,Fashion,Women,1063.85,1630.02,566.17,34.73,36.0,2018-02-06,,Cayman Islands,3.6,2020-11-09 08:40:49,2025-08-29 15:43:50
551,Answer Goal,Adidas,Home Appliances,Cleaning,632.01,1216.95,584.94,48.07,0.0,2021-03-17,False,Palestinian Territory,5.0,2020-05-18 05:57:23,2025-12-08 08:19:01
552,Begin Minute,Bosch,Home Appliances,Laundry,,249.89,,52.5,,2024-10-01,,Lesotho,,2018-06-24 00:49:45,2026-01-03 00:50:53
516,Heavy Stay,Samsung,Home Appliances,Laundry,114.53,209.82,95.29,,24.0,2019-12-22,True,Nauru,4.8,2018-06-22 12:35:00,2025-02-24 14:21:42
554,Child Big,Lenovo,Home Appliances,Cleaning,777.79,1409.97,632.18,44.84,12.0,2024-06-18,False,Kyrgyz Republic,4.8,2018-04-24 09:55:31,2025-07-13 23:15:59
555,Almost Right,Apple,Electronics,Laptops,1118.47,2066.39,947.92,45.87,6.0,2023-05-12,False,Kuwait,3.7,2019-07-30 06:28:45,2025-02-06 14:26:57
556,Success Employee,Samsung,Fashion,Footwear,74.41,135.96,61.55,45.27,0.0,2023-12-21,,Brazil,1.8,2018-02-10 03:19:15,2025-07-28 00:09:33
557,Common Church,Nike,Fashion,Women,1142.21,2763.17,1620.96,58.66,6.0,2018-12-20,False,Dominica,,2019-12-18 00:38:08,2025-05-26 09:24:59
558,Officer East,Nike,Electronics,Accessories,311.62,391.06,,20.31,,2020-03-11,True,Cote d'Ivoire,1.5,2019-11-29 08:12:55,2025-10-29 22:14:43
559,Media Day,,Fashion,Women,638.93,756.94,118.01,15.59,12.0,2021-05-26,,Iraq,,2020-06-09 08:38:14,2025-11-28 12:33:47
560,Yes Week,,Electronics,Laptops,1301.34,2244.03,942.69,42.01,6.0,2019-03-25,,Namibia,,2019-10-03 11:09:29,2025-02-08 06:27:21
561,Environment Thought,Nike,Sports,Outdoor,1348.04,2411.9,1063.86,44.11,12.0,2021-04-18,False,Panama,5.0,2019-01-17 21:32:09,2025-05-28 01:45:53
562,Identify Country,Samsung,Fashion,Men,453.28,885.43,432.15,,24.0,2020-07-09,,Korea,1.7,2019-09-16 13:49:36,2025-02-02 15:52:56
563,If May,LG,Fashion,Footwear,784.93,1156.46,,32.13,6.0,2022-04-22,True,United States Minor Outlying Islands,,2020-10-15 04:10:19,2025-02-18 12:04:55
564,Very Will,Philips,Fashion,Women,157.09,,,,0.0,2018-11-04,False,Marshall Islands,1.6,2018-07-08 00:33:56,2025-10-07 07:02:09
565,Business Strategy,Adidas,Electronics,Laptops,35.62,85.12,49.5,,6.0,2018-11-23,,Gibraltar,,2019-12-14 02:12:27,2025-04-29 16:35:51
169,Yeah Budget,Apple,Sports,Team Sports,801.6,1400.2,598.6,,6.0,2022-06-19,,Uganda,1.4,2019-08-07 14:31:31,2025-04-09 20:14:52
567,Least Really,Adidas,Sports,Outdoor,1079.76,1310.46,,,6.0,2021-07-07,,Saint Barthelemy,3.5,2019-08-02 13:32:21,2025-07-06 08:27:52
568,Quickly Each,Adidas,Home Appliances,Kitchen,1159.95,2371.8,1211.85,51.09,0.0,2019-05-30,,Gibraltar,1.4,2019-07-23 18:13:24,2025-04-26 10:55:43
569,Eight Page,,Electronics,Laptops,939.28,2297.72,1358.44,59.12,12.0,2022-03-03,True,Singapore,2.0,2018-11-02 14:24:40,2025-12-02 16:41:22
570,Federal While,,Home Appliances,Cleaning,,381.25,166.56,43.69,6.0,2022-07-03,,United States of America,3.6,2019-12-21 12:41:42,2025-01-30 13:42:33
571,Hard Realize,Puma,Fashion,Women,275.41,535.22,259.81,48.54,,2020-03-08,False,Saint Vincent and the Grenadines,,2018-11-14 08:04:12,2025-03-01 04:26:10
572,Themselves Focus,Adidas,Home Appliances,Kitchen,773.33,1455.17,681.84,46.86,0.0,2024-02-01,,Mayotte,1.9,2020-11-04 04:17:44,2025-12-14 03:07:05
573,Clearly Audience,LG,Fashion,Women,1175.25,1579.95,404.7,25.61,0.0,2021-12-06,,Mongolia,1.5,2018-09-13 15:43:48,2025-07-01 08:04:25
574,Positive Civil,Bosch,Home Appliances,Kitchen,846.5,1602.5,756.0,47.18,36.0,2019-08-08,,Vietnam,5.0,2018-05-21 23:59:32,2025-02-20 11:08:20
575,Many Instead,Bosch,Home Appliances,Laundry,555.61,,,,,2022-08-20,False,Comoros,4.7,2018-12-03 18:31:19,2025-11-11 02:23:46
576,Around Send,Sony,Sports,Fitness,1201.77,1404.79,203.02,14.45,0.0,2022-04-10,False,Somalia,,2018-10-18 08:01:26,2025-10-03 23:26:08
577,Occur Let,Sony,Fashion,Women,276.53,,,,24.0,2023-02-26,,Italy,3.7,2018-10-17 21:30:11,2025-08-11 12:14:41
578,Major Several,Nike,Sports,Team Sports,279.77,516.19,236.42,,0.0,2020-03-15,,Dominican Republic,4.3,2020-05-03 04:59:14,2025-09-01 22:35:17
579,Who Center,,Electronics,Laptops,623.0,,,,,2018-06-14,False,Saint Vincent and the Grenadines,,2018-11-06 23:03:30,2025-07-28 01:36:03
580,Run What,Sony,Fashion,Women,1420.17,3009.86,1589.69,,36.0,2018-09-20,True,Czech Republic,1.1,2020-02-26 18:26:34,2025-07-22 17:16:37
581,Until Place,Puma,Fashion,Men,599.53,1267.25,667.72,52.69,36.0,2023-02-26,False,Togo,3.3,2020-09-21 07:51:01,2025-06-19 10:48:41
582,World Small,Xiaomi,Home Appliances,Kitchen,950.83,2080.34,,54.29,24.0,2023-08-24,True,Timor-Leste,1.5,2019-08-17 21:23:47,2025-07-18 03:12:08
583,Brother Ball,Nike,Sports,Fitness,829.22,1884.93,,56.01,36.0,2024-09-22,,Paraguay,4.3,2020-07-02 03:38:41,2025-04-03 01:06:21
235,Check Specific,Puma,Sports,Outdoor,1200.02,1858.01,657.99,35.41,,2020-01-26,,Switzerland,4.3,2019-12-06 11:59:11,2026-01-07 16:47:46
585,Religious Third,Samsung,Fashion,Men,1248.04,1903.58,655.54,34.44,6.0,2023-11-30,,Hungary,1.4,2018-08-31 05:04:08,2025-12-14 01:43:15
586,Sense Opportunity,,Fashion,Women,901.54,1062.9,161.36,15.18,6.0,2021-03-24,True,Spain,2.6,2018-10-11 01:17:12,2025-12-26 04:30:35
587,Human Consider,,Fashion,Men,729.5,1679.07,,,0.0,2020-02-04,,Benin,2.8,2019-02-21 03:32:24,2025-02-10 23:05:05
588,Rock Tough,Puma,Sports,Fitness,323.07,393.3,70.23,17.86,,2020-10-19,False,Korea,4.2,2018-01-23 04:04:02,2025-03-23 16:10:38
589,Side Participant,Bosch,Home Appliances,Kitchen,,776.05,289.95,,12.0,2023-01-12,True,United Arab Emirates,2.1,2019-10-18 16:12:58,2025-03-21 16:45:48
590,Single More,,Electronics,Laptops,1214.99,2129.7,914.71,42.95,0.0,2023-10-04,False,Iraq,3.0,2019-01-13 09:54:10,2025-08-08 01:58:02
212,Sister Increase,Nike,Home Appliances,Laundry,986.67,2007.28,1020.61,50.85,36.0,2024-02-09,False,Cocos (Keeling) Islands,1.9,2021-01-17 19:31:51,2025-11-25 15:12:06
592,Dream Price,Samsung,Fashion,Women,744.37,1518.25,773.88,50.97,36.0,2022-06-01,True,Marshall Islands,1.6,2019-03-17 15:12:11,2025-12-23 16:32:32
593,Free Spend,Sony,Sports,Outdoor,835.49,1628.47,792.98,48.69,24.0,2023-10-07,False,Tajikistan,2.6,2018-02-27 02:42:03,2025-12-03 02:25:05
507,Amount Apply,Adidas,Fashion,Women,706.49,1024.16,,31.02,6.0,2018-12-01,False,Maldives,3.2,2018-02-24 09:50:18,2025-12-02 08:43:35
595,Ten To,,Electronics,Laptops,1043.28,1414.06,370.78,26.22,36.0,2022-11-28,False,Chile,4.6,2020-04-05 19:44:42,2025-10-17 10:57:25
596,Food Why,Nike,Home Appliances,Laundry,432.19,538.02,105.83,19.67,12.0,2020-02-15,False,Malta,3.4,2019-04-20 10:37:21,2025-12-07 17:24:46
597,Physical Tv,Bosch,Home Appliances,Cleaning,734.46,1131.24,396.78,35.07,36.0,2020-08-28,,Saudi Arabia,3.2,2018-10-05 08:09:41,2025-07-28 14:31:01
598,Rather Know,Xiaomi,Electronics,Laptops,1256.6,2269.3,1012.7,44.63,12.0,2020-03-18,,Greenland,1.1,2018-05-31 07:49:49,2025-09-21 17:42:38
599,Develop Doctor,Puma,Home Appliances,Laundry,884.14,2157.39,1273.25,59.02,36.0,2019-11-17,False,Tuvalu,,2018-11-19 06:21:35,2025-05-10 02:11:08
600,Style Discover,Adidas,Sports,Team Sports,1248.49,3038.6,1790.11,58.91,,2022-07-26,False,Saint Helena,1.8,2020-09-19 23:16:13,2025-12-10 23:02:14
601,Company Message,Apple,Sports,Outdoor,768.62,1709.71,941.09,55.04,12.0,2020-01-29,True,Jordan,4.4,2019-08-13 10:30:29,2025-06-04 02:33:41
602,Activity General,Adidas,Electronics,Smartphones,513.0,588.84,75.84,12.88,36.0,2018-08-15,True,Northern Mariana Islands,2.1,2018-10-04 03:42:13,2025-04-15 13:27:35
603,Serve Us,Puma,Electronics,Tablets,141.49,287.74,146.25,50.83,24.0,2024-02-04,False,Svalbard & Jan Mayen Islands,2.4,2020-03-27 10:58:39,2025-04-03 04:38:59
46,More Experience,Nike,Fashion,Women,285.08,452.26,167.18,36.97,6.0,2023-05-18,True,Palestinian Territory,1.8,2020-07-03 17:13:39,2025-09-26 10:26:17
605,Interest Per,Puma,Fashion,Footwear,31.57,,,,,2018-08-15,True,Djibouti,1.1,2019-03-25 19:05:15,2025-02-06 06:37:57
606,Inside Later,Apple,Fashion,Women,1219.66,,,,36.0,2023-03-26,True,Greece,2.5,2020-02-22 11:45:25,2025-03-18 18:29:00
607,Address Nor,Bosch,Home Appliances,Kitchen,1251.71,2905.06,1653.35,56.91,0.0,2023-03-10,False,Guadeloupe,,2020-05-29 04:42:46,2025-06-24 16:15:55
608,Day Cultural,Philips,Fashion,Women,571.23,1025.85,454.62,44.32,36.0,2020-12-12,True,Cote d'Ivoire,2.6,2019-10-31 02:21:15,2025-11-24 17:35:10
609,Suddenly Laugh,Apple,Electronics,Accessories,474.88,1145.56,670.68,58.55,36.0,2019-09-01,False,Turkmenistan,1.2,2019-01-20 23:39:47,2026-01-06 04:24:18
610,Attorney Short,Adidas,Fashion,Men,428.95,962.85,533.9,55.45,36.0,2023-09-27,False,Ukraine,,2019-12-14 07:09:59,2025-04-10 13:31:43
611,Task Style,Samsung,Electronics,Tablets,936.62,1940.88,1004.26,51.74,36.0,2019-01-23,,Comoros,1.8,2020-10-29 06:33:39,2025-07-15 07:50:13
47,Parent Year,Apple,Home Appliances,Cleaning,237.26,539.26,302.0,56.0,6.0,2023-11-01,,Netherlands Antilles,,2018-11-10 19:27:44,2025-03-04 20:49:42
613,Country Maybe,Sony,Fashion,Women,999.36,1853.5,854.14,46.08,6.0,2023-08-14,,Mongolia,1.3,2018-09-11 21:41:35,2025-07-01 22:33:26
614,Physical Spend,Sony,Home Appliances,Kitchen,1448.76,2361.65,912.89,38.65,12.0,2018-05-26,True,Philippines,4.9,2020-05-22 23:40:11,2025-04-29 20:35:24
615,Budget Student,Nike,Fashion,Men,403.45,692.27,288.82,41.72,36.0,2023-02-23,False,Western Sahara,,2020-05-09 18:02:36,2025-11-25 22:26:02
616,Event Although,Lenovo,Home Appliances,Kitchen,661.98,916.0,254.02,27.73,,2019-03-11,True,Poland,,2018-09-06 03:25:11,2025-05-27 10:30:09
617,Practice Contain,Lenovo,Home Appliances,Cleaning,36.64,74.07,37.43,50.53,,2018-11-12,,Guadeloupe,3.6,2018-02-28 05:04:50,2025-06-12 20:34:59
618,Pay Clear,Bosch,Home Appliances,Laundry,1402.82,2879.36,1476.54,51.28,24.0,2022-09-05,True,Nepal,1.5,2019-03-13 02:45:50,2025-08-14 12:04:52
619,Knowledge Sort,Samsung,Fashion,Footwear,661.23,1138.75,477.52,41.93,0.0,2024-11-12,True,Qatar,,2018-11-11 02:39:06,2025-12-04 09:43:09
620,Type Various,Lenovo,Home Appliances,Kitchen,409.39,947.27,537.88,56.78,6.0,2018-02-17,False,Fiji,1.9,2019-11-16 03:09:49,2025-01-22 05:28:28
621,Human Enter,Philips,Sports,Outdoor,1278.11,2150.75,872.64,40.57,12.0,2018-10-17,,Maldives,,2020-07-09 12:15:10,2025-11-14 15:02:26
622,Deep Collection,Sony,Electronics,Tablets,273.81,433.1,159.29,36.78,24.0,2019-12-28,True,Guatemala,4.9,2018-05-02 06:07:48,2025-09-15 10:58:37
623,Suddenly Involve,Xiaomi,Sports,Outdoor,455.63,949.5,493.87,52.01,24.0,2024-02-03,False,Antigua and Barbuda,,2019-04-08 00:33:23,2025-05-19 14:32:39
624,Half Individual,LG,Sports,Fitness,1119.91,2263.39,1143.48,50.52,6.0,2020-10-16,,Sweden,3.3,2019-04-10 05:33:37,2025-10-23 15:04:55
625,Both Song,Xiaomi,Fashion,Men,1200.97,2803.56,1602.59,57.16,36.0,2020-08-22,,Cayman Islands,1.1,2020-04-13 03:35:00,2025-12-07 05:26:42
626,Report Paper,Samsung,Home Appliances,Kitchen,1140.57,2117.0,976.43,46.12,24.0,2022-06-16,,Russian Federation,3.3,2018-05-06 10:13:00,2025-02-11 16:08:13
627,Loss Allow,Xiaomi,Fashion,Women,1035.33,1359.14,323.81,23.82,24.0,2022-11-15,False,Azerbaijan,4.5,2020-07-03 04:49:42,2025-04-18 15:14:28
628,New Let,Xiaomi,Electronics,Tablets,296.89,640.71,343.82,53.66,36.0,2020-02-06,True,Portugal,,2019-01-31 13:54:07,2025-02-24 03:18:47
629,If Although,Philips,Home Appliances,Kitchen,1412.68,2886.88,1474.2,51.07,36.0,2019-04-19,True,Uganda,3.2,2019-05-15 03:38:20,2025-09-25 22:46:47
